offset	total	subst	del	ins
228	1124168	102	571	290	
229	1114698	107	606	248	
230	1104918	113	599	258	
231	1094907	106	554	261	
232	1084908	119	556	253	
233	1074630	125	571	254	
234	1064212	109	550	266	
235	1053564	124	543	256	
236	1042643	136	584	249	
237	1031224	120	548	258	
238	1019768	107	497	235	
239	1008041	103	507	214	
240	996137	118	477	253	
241	983938	103	500	239	
242	971625	96	470	218	
243	958988	130	490	214	
244	946274	118	432	226	
245	933118	108	428	243	
246	919914	85	423	216	
247	906380	85	435	195	
248	892611	90	434	227	
249	878786	86	444	208	
250	864919	116	373	184	
251	850623	83	408	158	
252	835990	101	353	177	
253	821357	90	389	189	
254	806614	87	384	186	
255	791603	73	367	199	
256	776223	83	375	175	
257	760943	82	327	178	
258	745504	90	356	173	
259	730055	77	303	167	
260	714155	84	309	138	
261	698647	65	316	173	
262	682788	66	304	148	
263	666746	64	274	149	
264	650795	81	250	162	
265	634840	61	261	133	
266	618590	66	267	142	
267	602485	69	229	119	
268	586556	66	235	145	
269	570304	58	221	113	
270	554604	60	217	113	
271	538798	47	227	135	
272	522960	47	169	93	
273	507311	42	184	96	
274	491538	49	172	104	
275	475804	40	171	92	
276	460308	43	153	65	
277	445063	39	168	75	
278	429968	32	157	76	
279	415084	31	138	78	
280	400398	33	111	65	
281	385916	31	118	56	
282	371398	27	109	61	
283	357386	23	110	65	
284	343332	30	103	48	
285	329367	23	103	52	
286	315422	28	92	48	
287	301642	32	95	50	
288	288187	19	77	41	
289	274935	23	89	35	
290	262083	16	74	37	
291	249527	14	66	24	
292	237076	21	69	37	
293	225126	15	62	22	
294	213187	16	60	32	
295	201618	11	48	20	
296	190199	11	43	23	
297	179122	14	35	20	
298	168690	9	39	13	
299	158448	12	40	12	
300	148685	15	26	14	
301	139124	9	31	16	
302	129926	6	17	8	
303	121128	6	20	15	
304	112764	2	21	9	
305	104730	9	25	3	
306	97119	2	18	7	
307	89707	0	11	6	
308	82726	3	22	11	
309	76094	3	13	7	
310	69842	1	14	5	
311	63932	1	6	5	
312	58248	0	9	6	
313	52947	4	3	1	
314	47963	2	7	0	
315	43374	2	10	4	
316	39003	1	6	2	
317	35125	1	6	3	
318	31381	0	4	1	
319	27968	2	7	1	
320	24744	0	3	2	
321	21905	0	4	0	
322	19268	1	2	0	
323	16866	0	0	0	
324	14705	0	0	1	
325	12708	0	0	0	
326	10951	1	1	0	
327	9441	1	1	0	
328	8045	0	0	0	
329	6831	0	0	0	
330	5779	0	0	0	
331	4880	0	0	0	
332	4045	0	0	1	
333	3328	1	1	0	
334	2744	0	0	0	
335	2215	0	1	0	
336	1788	0	0	0	
337	1437	0	0	0	
338	1160	0	0	0	
339	933	0	0	0	
340	733	0	0	0	
341	572	0	0	0	
342	452	0	0	0	
343	363	0	0	0	
344	293	0	0	0	
345	223	0	0	0	
346	187	0	0	0	
347	153	0	0	0	
348	118	0	0	0	
349	89	0	0	0	
350	65	0	0	0	
351	53	0	0	0	
352	38	0	0	0	
353	29	0	0	0	
354	25	0	0	0	
355	20	0	0	0	
356	17	0	0	0	
357	17	0	0	0	
358	16	0	0	0	
359	14	0	0	0	
360	13	0	0	0	
361	11	0	0	0	
362	7	0	0	0	
363	6	0	0	0	
364	5	0	0	0	
365	4	0	0	0	
366	3	0	0	0	
367	3	0	0	0	
368	2	0	0	0	
