offset	total	subst	del	ins
222	1216538	1483	5160	8942	
223	1208350	1571	5144	9018	
224	1200261	1456	5166	9101	
225	1192020	1478	5049	8868	
226	1183575	1544	5187	8755	
227	1174850	1518	4958	8960	
228	1166251	1422	4949	8755	
229	1157226	1520	4960	8821	
230	1148009	1509	5030	8796	
231	1138611	1470	4941	8690	
232	1129212	1464	4815	8780	
233	1119483	1526	4727	8705	
234	1109348	1503	4890	8514	
235	1099095	1434	4802	8561	
236	1088634	1467	4790	8424	
237	1077922	1414	4777	8235	
238	1066789	1451	4739	8258	
239	1055941	1449	4620	8348	
240	1044507	1372	4494	8265	
241	1032680	1424	4431	8102	
242	1020829	1340	4375	8062	
243	1008773	1380	4298	8051	
244	996453	1340	4221	8103	
245	983739	1360	4249	7762	
246	970902	1320	4202	7755	
247	957793	1322	4156	7647	
248	944449	1299	4033	7513	
249	930907	1292	4051	7260	
250	917194	1288	3991	7338	
251	903427	1264	3813	7162	
252	889406	1236	3818	7031	
253	874906	1211	3727	7039	
254	860391	1221	3685	6740	
255	845868	1121	3566	6666	
256	830945	1192	3483	6589	
257	815698	1153	3364	6408	
258	800205	1115	3415	6328	
259	784694	1111	3290	6116	
260	769268	1059	3156	6020	
261	753575	1009	3157	5875	
262	737690	1049	3067	5624	
263	721707	1029	2911	5688	
264	705571	982	2888	5315	
265	689410	1024	2882	5145	
266	673186	915	2690	5254	
267	656964	884	2780	4968	
268	640596	892	2713	4841	
269	624386	879	2489	4684	
270	607976	839	2368	4709	
271	591672	809	2418	4337	
272	575558	763	2233	4307	
273	559442	726	2167	4215	
274	543555	699	2254	3974	
275	527470	682	2083	3795	
276	511481	678	2085	3719	
277	495603	702	1868	3594	
278	479812	677	1969	3441	
279	464067	590	1804	3269	
280	448847	589	1739	3115	
281	433610	554	1611	2934	
282	418606	507	1573	2938	
283	403469	569	1467	2731	
284	388656	549	1474	2595	
285	374184	445	1437	2490	
286	359770	450	1283	2355	
287	345204	429	1265	2298	
288	331007	390	1128	2038	
289	317046	385	1127	1995	
290	303034	368	1051	1985	
291	289620	339	987	1825	
292	276192	279	965	1710	
293	263198	304	883	1631	
294	250406	296	823	1541	
295	237892	258	745	1390	
296	225835	267	712	1310	
297	213662	230	659	1274	
298	201987	202	647	1133	
299	190624	192	586	1108	
300	179589	187	491	1047	
301	168885	182	498	914	
302	158498	171	407	826	
303	148552	152	403	779	
304	139109	139	394	696	
305	130041	148	381	721	
306	121119	114	344	620	
307	112732	111	307	533	
308	104533	110	296	447	
309	96747	83	257	415	
310	89248	87	211	438	
311	82254	78	227	346	
312	75640	70	169	318	
313	69412	61	165	301	
314	63386	49	146	275	
315	57748	48	142	237	
316	52553	52	113	211	
317	47677	48	94	194	
318	43149	40	94	167	
319	38780	25	73	114	
320	34767	29	70	128	
321	31136	16	54	83	
322	27763	20	41	91	
323	24635	22	42	74	
324	21717	9	26	65	
325	19044	15	22	48	
326	16688	11	19	49	
327	14538	10	13	35	
328	12572	4	14	30	
329	10901	2	16	26	
330	9379	2	13	23	
331	7987	0	15	16	
332	6818	3	8	19	
333	5742	2	10	17	
334	4835	2	3	9	
335	4045	3	5	7	
336	3379	1	1	8	
337	2800	0	1	5	
338	2300	0	1	3	
339	1877	1	1	1	
340	1498	1	1	2	
341	1240	0	3	3	
342	995	1	1	2	
343	803	0	0	1	
344	650	1	0	0	
345	523	1	0	0	
346	424	0	1	0	
347	336	0	2	0	
348	276	0	0	0	
349	230	0	0	0	
350	180	0	0	0	
351	131	0	1	0	
352	106	0	0	0	
353	84	0	0	0	
354	70	0	0	0	
355	55	0	0	0	
356	45	0	0	0	
357	39	0	0	0	
358	36	0	0	0	
359	30	0	0	1	
360	28	0	0	0	
361	22	0	0	0	
362	20	0	0	0	
363	18	0	0	0	
364	14	0	0	0	
365	13	0	0	0	
366	13	0	0	0	
367	11	0	0	0	
368	9	0	0	0	
369	9	0	0	0	
370	8	0	0	0	
371	7	0	0	0	
372	6	0	0	0	
373	6	0	0	0	
374	6	0	0	0	
375	5	0	0	0	
376	5	0	0	0	
377	5	0	0	0	
378	5	0	0	0	
379	5	0	0	0	
380	4	0	0	0	
381	3	0	0	0	
382	3	0	0	0	
383	3	0	0	0	
384	3	0	0	0	
385	3	0	0	0	
386	3	0	0	0	
387	3	0	0	0	
388	3	0	0	0	
389	3	0	0	0	
390	3	0	0	0	
391	2	0	0	0	
392	2	0	0	0	
393	2	0	0	0	
394	2	0	0	0	
395	2	0	0	0	
396	2	0	0	0	
397	2	0	0	0	
398	1	0	0	0	
399	1	0	0	0	
400	1	0	0	0	
