offset	total	subst	del	ins
125	4275073	289	2153	2062	
126	4267846	326	2265	2221	
127	4260616	309	2257	2197	
128	4253453	328	2169	2240	
129	4246044	328	2352	2204	
130	4238780	339	2340	2188	
131	4231418	317	2336	2137	
132	4224049	333	2301	2186	
133	4216698	323	2237	2128	
134	4209281	319	2362	2084	
135	4201978	289	2298	2091	
136	4194615	340	2324	2108	
137	4187235	301	2313	2234	
138	4179828	314	2259	2046	
139	4172199	339	2254	2065	
140	4164626	303	2193	2053	
141	4156910	332	2285	2183	
142	4149401	325	2246	2125	
143	4141751	317	2364	2014	
144	4133982	293	2270	2122	
145	4126004	328	2287	2050	
146	4118155	310	2307	2106	
147	4110331	332	2312	2002	
148	4102283	289	2286	2116	
149	4094123	346	2305	2084	
150	4085914	312	2281	2024	
151	4077752	296	2217	2127	
152	4069258	325	2386	2172	
153	4060910	309	2309	2162	
154	4052374	344	2314	2074	
155	4043751	328	2324	2067	
156	4034961	352	2347	2026	
157	4026281	331	2334	2096	
158	4017293	350	2371	2045	
159	4008007	343	2246	2048	
160	3998718	350	2341	2060	
161	3989431	301	2309	2046	
162	3979962	328	2431	2011	
163	3970364	368	2288	2050	
164	3960427	359	2338	2090	
165	3950654	344	2344	2077	
166	3940720	334	2397	2085	
167	3930459	326	2307	2058	
168	3920190	363	2453	2092	
169	3909919	360	2363	2091	
170	3899486	357	2397	2006	
171	3889010	331	2428	2047	
172	3878200	371	2409	1989	
173	3867457	333	2333	2007	
174	3856705	339	2471	2048	
175	3845583	330	2426	2014	
176	3834548	365	2417	1991	
177	3823392	325	2373	1974	
178	3812006	335	2492	1969	
179	3800618	365	2469	2002	
180	3789080	337	2538	2059	
181	3777418	361	2460	2065	
182	3765806	331	2441	1993	
183	3754369	359	2450	1981	
184	3742604	358	2467	1888	
185	3731028	366	2415	1890	
186	3719140	355	2557	1911	
187	3707249	365	2420	1933	
188	3695150	357	2427	1891	
189	3683227	360	2445	1938	
190	3671146	339	2446	1953	
191	3659161	333	2428	1888	
192	3646714	389	2435	1923	
193	3634373	361	2440	1954	
194	3622133	335	2500	1974	
195	3609656	383	2471	1877	
196	3597332	376	2400	1973	
197	3584840	388	2421	1923	
198	3572382	375	2448	1840	
199	3559818	379	2427	1880	
200	3547319	351	2343	1839	
201	3534747	364	2442	1897	
202	3522420	409	2346	1888	
203	3509699	326	2383	1795	
204	3497070	345	2353	1907	
205	3484285	342	2292	1929	
206	3471544	355	2418	1780	
207	3458747	315	2338	1855	
208	3446228	333	2347	1854	
209	3433447	360	2311	1917	
210	3420645	333	2301	1884	
211	3407765	342	2337	1829	
212	3394751	356	2356	1804	
213	3381911	356	2307	1875	
214	3368979	367	2291	1862	
215	3356178	360	2296	1857	
216	3343446	370	2208	1726	
217	3330776	342	2274	1873	
218	3318074	357	2330	1801	
219	3305095	370	2361	1769	
220	3292219	315	2228	1734	
221	3279511	362	2297	1772	
222	3266667	354	2308	1764	
223	3253842	354	2297	1752	
224	3240973	376	2198	1886	
225	3228209	347	2229	1819	
226	3215349	373	2202	1834	
227	3202666	316	2296	1724	
228	3189816	354	2317	1728	
229	3177029	361	2197	1744	
230	3164194	312	2224	1808	
231	3151355	369	2216	1723	
232	3138861	381	2214	1680	
233	3126119	325	2259	1754	
234	3113521	341	2285	1737	
235	3100959	351	2204	1745	
236	3088413	350	2243	1677	
237	3075955	368	2282	1619	
238	3063517	351	2143	1619	
239	3051051	367	2174	1693	
240	3038572	380	2174	1667	
241	3026222	353	2096	1628	
242	3014081	354	2195	1594	
243	3001784	361	2184	1719	
244	2989563	376	2176	1607	
245	2977398	363	2107	1679	
246	2965202	358	2144	1706	
247	2952906	392	2133	1548	
248	2940754	372	2198	1652	
249	2928740	337	2150	1576	
250	2916606	346	2093	1585	
251	2904566	339	2099	1544	
252	2892537	373	2144	1644	
253	2880493	341	2054	1586	
254	2868542	340	2112	1545	
255	2856844	390	2064	1579	
256	2844934	350	2157	1603	
257	2833019	356	2096	1572	
258	2821241	393	2178	1603	
259	2809623	362	2089	1558	
260	2797928	417	2108	1566	
261	2786219	341	2068	1554	
262	2774506	344	2064	1550	
263	2762968	382	2082	1471	
264	2751510	355	2136	1541	
265	2740077	352	1996	1530	
266	2728560	325	2144	1593	
267	2717234	346	2030	1569	
268	2705859	368	2141	1529	
269	2694389	343	2043	1564	
270	2683045	320	2169	1472	
271	2671643	380	2053	1504	
272	2660384	351	2112	1511	
273	2649116	364	2058	1549	
274	2637691	365	1975	1520	
275	2626272	356	2084	1454	
276	2614770	390	2103	1412	
277	2603389	405	2017	1415	
278	2591975	376	2174	1471	
279	2580397	413	2127	1475	
280	2569206	366	2107	1475	
281	2557827	348	2077	1476	
282	2546704	396	2152	1449	
283	2535236	394	2110	1562	
284	2524007	359	2032	1476	
285	2512742	369	2020	1362	
286	2501496	369	2074	1441	
287	2490332	358	2001	1460	
288	2479012	383	2010	1380	
289	2467776	443	2064	1526	
290	2456747	381	2036	1428	
291	2445617	391	1978	1328	
292	2434461	411	1921	1463	
293	2423229	392	2009	1445	
294	2411866	364	1916	1400	
295	2400572	383	1969	1411	
296	2389197	358	1928	1331	
297	2377683	406	1919	1371	
298	2366322	382	1925	1385	
299	2355092	416	1962	1380	
300	2343637	358	1918	1355	
301	2332336	398	1936	1370	
302	2321096	356	1907	1330	
303	2309733	362	1904	1325	
304	2298427	377	1895	1299	
305	2286921	366	1941	1341	
306	2275460	354	1882	1358	
307	2264215	356	1890	1381	
308	2252950	358	1837	1331	
309	2241329	343	1837	1260	
310	2230038	400	1824	1269	
311	2218416	367	1774	1307	
312	2207055	382	1764	1298	
313	2195498	327	1865	1323	
314	2183845	348	1819	1300	
315	2172401	369	1778	1209	
316	2160842	326	1802	1274	
317	2149063	399	1809	1233	
318	2137303	379	1749	1192	
319	2125437	338	1770	1274	
320	2113335	352	1724	1179	
321	2101210	357	1745	1223	
322	2088792	378	1691	1236	
323	2076361	367	1663	1204	
324	2064241	363	1669	1198	
325	2051585	344	1638	1192	
326	2038962	339	1622	1180	
327	2026119	324	1631	1148	
328	2013147	335	1680	1097	
329	2000189	315	1590	1108	
330	1987351	320	1630	1133	
331	1974143	319	1540	1109	
332	1960994	318	1525	1036	
333	1947697	313	1572	1094	
334	1934035	340	1546	1092	
335	1920723	325	1497	1124	
336	1906996	334	1416	1134	
337	1892949	310	1427	939	
338	1878782	324	1580	1050	
339	1864469	314	1457	966	
340	1850009	285	1425	978	
341	1835504	298	1433	988	
342	1820661	298	1435	971	
343	1805533	272	1409	1000	
344	1790466	265	1362	898	
345	1775268	247	1354	923	
346	1759753	291	1230	924	
347	1743875	249	1313	929	
348	1727647	286	1314	904	
349	1711201	265	1247	857	
350	1694285	268	1366	894	
351	1677606	278	1307	810	
352	1660715	237	1194	827	
353	1643476	242	1210	779	
354	1625908	208	1142	822	
355	1608191	237	1144	788	
356	1589998	189	1147	753	
357	1571438	217	1104	788	
358	1552446	206	1023	733	
359	1533092	232	1038	724	
360	1513624	215	998	705	
361	1493720	207	972	706	
362	1473530	185	963	643	
363	1452922	186	951	694	
364	1432057	193	895	603	
365	1410791	192	826	584	
366	1389194	199	877	565	
367	1367479	157	802	527	
368	1344900	168	830	576	
369	1322070	169	737	532	
370	1298830	158	789	507	
371	1274707	171	700	497	
372	1250640	155	714	474	
373	1226107	152	650	441	
374	1201465	113	681	472	
375	1176299	127	603	448	
376	1150821	125	575	395	
377	1124952	103	579	372	
378	1098580	130	557	382	
379	1071522	106	524	349	
380	1044232	107	500	312	
381	1016194	81	464	299	
382	988039	61	457	307	
383	959758	83	425	275	
384	930763	97	388	264	
385	901468	75	386	268	
386	871576	77	421	241	
387	842089	68	350	241	
388	812077	68	326	213	
389	782163	64	312	223	
390	752218	67	287	199	
391	721777	62	259	156	
392	692080	55	252	176	
393	662246	44	267	145	
394	632935	46	206	162	
395	604112	42	215	143	
396	575570	52	206	129	
397	547630	51	189	140	
398	520315	35	158	116	
399	493665	37	173	106	
400	467370	44	168	87	
401	442087	25	129	87	
402	417390	16	128	92	
403	393438	20	103	65	
404	370523	19	111	58	
405	348668	28	100	74	
406	327430	18	107	63	
407	307250	23	78	56	
408	287889	13	74	46	
409	269343	24	64	52	
410	251285	12	58	44	
411	234223	12	65	45	
412	217939	10	56	25	
413	202517	13	51	28	
414	188053	6	37	24	
415	174287	15	43	20	
416	161334	8	37	24	
417	148777	7	32	20	
418	137052	7	31	17	
419	126269	6	29	22	
420	116025	4	18	11	
421	106563	5	21	12	
422	97600	5	14	4	
423	89192	2	18	10	
424	81212	3	9	5	
425	73872	2	12	6	
426	66951	1	7	9	
427	60609	1	2	8	
428	54660	2	6	2	
429	49199	0	7	2	
430	44140	1	7	5	
431	39488	3	4	5	
432	35353	3	5	1	
433	31606	1	3	4	
434	28015	0	2	0	
435	24883	1	2	2	
436	22047	0	1	3	
437	19432	1	2	1	
438	17164	2	1	2	
439	15065	0	1	2	
440	13135	0	1	0	
441	11429	0	0	0	
442	9960	0	0	1	
443	8558	0	0	2	
444	7371	0	1	0	
445	6309	1	0	2	
446	5381	0	1	0	
447	4624	0	0	0	
448	3929	0	0	0	
449	3330	0	1	1	
450	2831	0	0	0	
451	2395	1	1	0	
452	2015	0	0	0	
453	1699	0	0	1	
454	1457	0	0	0	
455	1247	0	0	0	
456	1053	0	0	0	
457	900	0	0	0	
458	780	0	0	1	
459	668	0	0	1	
460	590	1	1	0	
461	518	0	0	0	
462	459	0	0	0	
463	418	0	0	1	
464	376	0	0	1	
465	344	0	0	1	
466	318	0	1	0	
467	297	1	0	0	
468	284	0	0	0	
469	257	0	0	0	
470	241	0	0	1	
471	225	0	0	0	
472	202	0	0	0	
473	189	0	0	0	
474	170	0	0	0	
475	160	0	0	0	
476	144	0	0	0	
477	131	0	0	0	
478	125	0	0	0	
479	115	0	0	0	
480	109	0	0	0	
481	96	0	0	0	
482	89	0	0	0	
483	80	0	0	0	
484	67	0	0	0	
485	58	0	0	0	
486	50	0	0	0	
487	45	0	0	0	
488	42	0	0	0	
489	41	0	0	0	
490	37	0	0	0	
491	32	0	0	0	
492	28	0	0	0	
493	25	0	0	0	
494	23	0	0	0	
495	22	0	0	0	
496	18	0	0	0	
497	15	0	0	0	
498	15	0	0	0	
499	13	0	0	0	
500	13	0	0	0	
501	11	0	0	0	
502	10	0	0	0	
503	9	0	0	0	
504	7	0	0	0	
505	7	0	0	0	
506	7	0	0	0	
507	6	0	0	0	
508	4	0	0	0	
509	4	0	0	0	
510	4	0	0	0	
511	4	0	0	0	
512	4	0	0	0	
513	4	0	0	0	
514	4	0	0	0	
515	2	0	0	0	
516	2	0	0	0	
517	1	0	0	0	
518	1	0	0	0	
