offset	total	subst	del	ins
524	54	0	0	0	
525	54	0	0	1	
526	49	0	0	0	
527	46	0	0	0	
528	46	0	0	0	
529	43	0	0	0	
530	42	0	0	0	
531	41	0	0	0	
532	40	0	0	0	
533	39	0	0	0	
534	37	0	0	0	
535	37	0	0	0	
536	35	0	0	0	
537	35	0	0	0	
538	33	0	0	0	
539	33	0	0	0	
540	32	0	0	0	
541	30	0	0	0	
542	30	0	0	0	
543	30	0	0	0	
544	29	0	0	0	
545	29	0	0	0	
546	28	0	0	0	
547	28	0	0	0	
548	28	0	0	0	
549	27	0	0	0	
550	25	0	0	0	
551	25	0	0	0	
552	25	0	0	0	
553	25	0	0	0	
554	24	0	0	0	
555	24	0	0	0	
556	24	0	0	0	
557	24	0	0	0	
558	24	0	0	0	
559	24	0	0	0	
560	24	0	0	0	
561	23	0	0	0	
562	23	0	0	0	
563	22	0	0	0	
564	22	0	0	0	
565	22	0	0	0	
566	22	0	0	0	
567	22	0	0	0	
568	22	0	0	0	
569	22	0	0	0	
570	22	0	0	0	
571	20	0	0	0	
572	20	0	0	0	
573	19	0	0	0	
574	18	0	0	0	
575	17	0	0	0	
576	16	0	0	0	
577	16	0	0	0	
578	16	0	0	0	
579	16	0	0	0	
580	14	0	0	0	
581	14	0	0	0	
582	14	0	0	0	
583	14	0	0	0	
584	13	0	0	0	
585	13	0	0	0	
586	12	0	0	0	
587	12	0	0	0	
588	12	0	0	0	
589	11	0	0	0	
590	11	0	0	0	
591	11	0	0	0	
592	11	0	0	0	
593	11	0	0	0	
594	11	0	0	0	
595	11	0	0	0	
596	10	0	0	0	
597	10	0	0	0	
598	10	0	0	0	
599	10	0	0	0	
600	10	0	0	0	
601	10	0	0	0	
602	10	0	0	0	
603	10	0	0	0	
604	10	0	0	0	
605	10	0	0	0	
606	10	0	0	0	
607	10	0	0	0	
608	9	0	0	0	
609	9	0	0	0	
610	9	0	0	0	
611	8	0	0	0	
612	8	0	0	0	
613	8	0	0	0	
614	8	0	0	0	
615	8	0	0	0	
616	8	0	0	0	
617	8	0	0	0	
618	8	0	0	0	
619	8	0	0	0	
620	8	0	0	0	
621	8	0	0	0	
622	8	0	0	0	
623	8	0	0	0	
624	8	0	0	0	
625	8	0	0	0	
626	8	0	0	0	
627	8	0	0	0	
628	8	0	0	0	
629	8	0	0	0	
630	8	0	0	0	
631	8	0	0	0	
632	8	0	0	0	
633	8	0	0	0	
634	8	0	0	0	
635	8	0	0	0	
636	8	0	0	0	
637	8	0	0	0	
638	8	0	0	0	
639	8	0	0	0	
640	8	0	0	0	
641	8	0	0	0	
642	5	0	0	0	
643	3	0	0	0	
644	2	0	0	0	
