offset	total	subst	del	ins
115	2498621	42	1421	598	
116	2488071	57	1506	588	
117	2477374	56	1421	564	
118	2466792	50	1491	576	
119	2455864	53	1465	499	
120	2445107	44	1446	592	
121	2434021	60	1542	558	
122	2422964	66	1457	588	
123	2411783	49	1372	553	
124	2400270	51	1451	523	
125	2388760	49	1384	515	
126	2377074	58	1421	513	
127	2365312	50	1461	591	
128	2353585	43	1458	539	
129	2341576	65	1478	464	
130	2329500	59	1425	516	
131	2317115	44	1521	483	
132	2304721	61	1382	548	
133	2292218	56	1412	521	
134	2279555	54	1418	534	
135	2266849	44	1295	486	
136	2254315	59	1403	435	
137	2241681	35	1384	467	
138	2228614	41	1365	466	
139	2215569	42	1394	468	
140	2202552	50	1336	425	
141	2189208	41	1358	456	
142	2175893	43	1290	450	
143	2162542	41	1316	458	
144	2148935	44	1282	456	
145	2135186	37	1338	437	
146	2121445	51	1319	452	
147	2107694	39	1253	439	
148	2093980	56	1324	440	
149	2080275	53	1279	439	
150	2066362	49	1232	434	
151	2052600	42	1283	434	
152	2038643	48	1300	450	
153	2024647	53	1306	405	
154	2010730	58	1278	463	
155	1996796	50	1160	442	
156	1982768	57	1234	429	
157	1968812	43	1229	382	
158	1954803	41	1246	403	
159	1940707	50	1236	408	
160	1926476	39	1147	386	
161	1912127	30	1198	369	
162	1897578	44	1166	392	
163	1883379	52	1163	358	
164	1869091	32	1139	366	
165	1854680	49	1109	391	
166	1840295	59	1178	365	
167	1825940	54	1070	395	
168	1811448	49	1107	385	
169	1797068	50	1031	351	
170	1782511	53	1102	312	
171	1767811	39	1086	329	
172	1753217	44	1080	372	
173	1738520	34	1028	363	
174	1723541	42	1116	303	
175	1708517	46	1050	321	
176	1693760	43	1013	316	
177	1678784	69	1054	358	
178	1663684	46	1042	318	
179	1648717	43	967	314	
180	1633648	46	1025	315	
181	1618342	46	941	307	
182	1603133	37	899	322	
183	1587691	42	1027	295	
184	1572151	58	955	312	
185	1556493	52	954	298	
186	1540572	52	905	287	
187	1524820	55	881	281	
188	1508739	42	887	312	
189	1492305	49	884	264	
190	1475957	51	860	263	
191	1459336	45	859	266	
192	1442415	51	818	268	
193	1425492	46	851	309	
194	1408481	56	777	263	
195	1390990	45	806	277	
196	1373286	41	798	257	
197	1355322	41	861	221	
198	1337386	47	758	256	
199	1318998	41	790	237	
200	1300609	44	737	262	
201	1281854	53	711	193	
202	1262796	46	705	241	
203	1243249	42	701	243	
204	1223964	50	703	226	
205	1203717	52	670	210	
206	1183294	56	583	213	
207	1162662	32	595	182	
208	1141593	32	630	180	
209	1120242	49	603	178	
210	1098739	44	593	183	
211	1076934	29	534	191	
212	1054637	53	506	177	
213	1031862	42	507	142	
214	1008864	37	517	153	
215	985714	37	510	128	
216	962255	47	495	138	
217	938415	52	417	149	
218	914258	44	397	143	
219	889935	39	386	124	
220	865233	47	353	112	
221	840373	37	353	104	
222	815408	41	338	121	
223	789838	34	311	99	
224	764349	34	315	112	
225	738365	35	283	104	
226	711939	41	289	89	
227	685738	36	257	72	
228	659303	24	269	83	
229	632597	32	252	59	
230	606034	25	218	58	
231	579015	26	220	75	
232	551832	18	196	56	
233	524929	29	147	46	
234	497957	13	153	57	
235	470711	17	136	44	
236	443642	22	119	38	
237	416754	14	119	37	
238	390472	20	106	38	
239	364206	15	90	24	
240	338811	9	79	28	
241	313804	14	78	28	
242	289425	9	68	20	
243	265768	15	60	20	
244	243184	5	42	9	
245	221435	6	50	7	
246	200752	5	39	5	
247	181144	10	36	17	
248	162806	6	26	8	
249	145741	5	22	9	
250	129592	6	20	9	
251	114615	3	13	5	
252	100971	5	7	10	
253	88444	3	9	4	
254	76769	2	10	2	
255	66325	0	6	1	
256	56869	1	7	3	
257	48562	1	8	2	
258	41006	0	7	2	
259	34474	2	4	0	
260	28865	0	2	0	
261	24088	1	1	0	
262	19791	0	3	0	
263	16190	0	2	0	
264	13118	0	0	0	
265	10652	0	1	0	
266	8492	0	0	0	
267	6727	0	2	0	
268	5295	0	0	0	
269	4113	0	0	1	
270	3146	0	0	0	
271	2349	0	0	0	
272	1755	0	0	0	
273	1303	0	0	0	
274	955	0	0	0	
275	690	0	0	0	
276	496	0	0	0	
277	363	0	0	0	
278	263	0	0	0	
279	184	0	0	0	
280	143	0	0	0	
281	95	0	0	0	
282	64	0	0	0	
283	45	0	0	0	
284	36	0	0	0	
285	26	0	0	0	
286	21	0	0	0	
287	18	0	0	0	
288	14	0	0	0	
289	11	0	0	0	
290	11	0	0	0	
291	8	0	0	0	
292	6	0	0	0	
293	6	0	0	0	
294	6	0	0	0	
295	4	0	0	0	
296	3	0	0	0	
297	3	0	0	0	
298	3	0	0	0	
299	2	0	0	0	
300	2	0	0	0	
301	1	0	0	0	
302	1	0	0	0	
303	1	0	0	0	
304	1	0	0	0	
305	1	0	0	0	
