offset	total	subst	del	ins
0	3177307	0	0	0	
1	3177307	0	0	0	
2	3177307	0	0	0	
3	3177307	0	0	0	
4	3177307	102	0	0	
5	3177307	113	0	0	
6	3177307	96	1	0	
7	3177307	105	0	0	
8	3177307	114	659	381	
9	3177307	142	897	447	
10	3177307	223	1216	371	
11	3177307	270	1196	415	
12	3177307	288	1175	461	
13	3177307	248	1245	594	
14	3177307	268	1216	701	
15	3177307	262	1207	755	
16	3177307	262	1157	715	
17	3177307	303	1221	729	
18	3177307	359	1183	648	
19	3177307	386	1210	754	
20	3177307	485	1234	718	
21	3177307	499	1258	711	
22	3177307	500	1225	788	
23	3177307	553	1240	740	
24	3177307	561	1230	735	
25	3177307	422	1326	742	
26	3177307	339	1247	732	
27	3177307	307	1285	711	
28	3177307	186	1374	745	
29	3177307	96	1275	732	
30	3170560	105	1376	758	
31	3163840	83	1486	764	
32	3157264	88	1522	801	
33	3150941	68	1429	808	
34	3144714	76	1438	843	
35	3138512	57	1508	786	
36	3132481	76	1456	803	
37	3126601	62	1511	772	
38	3120715	59	1505	706	
39	3114826	55	1532	809	
40	3108886	52	1492	788	
41	3102921	63	1536	692	
42	3097094	62	1543	743	
43	3091052	64	1592	737	
44	3085195	70	1516	831	
45	3079142	58	1584	721	
46	3073073	54	1516	742	
47	3066816	70	1644	828	
48	3060545	62	1586	767	
49	3054108	52	1615	781	
50	3047710	53	1460	729	
51	3041161	62	1536	770	
52	3034608	68	1496	718	
53	3028023	58	1633	739	
54	3021313	65	1541	725	
55	3014591	70	1607	769	
56	3007684	63	1567	745	
57	3000794	53	1596	790	
58	2993799	51	1659	805	
59	2986936	66	1579	739	
60	2979941	50	1516	779	
61	2972895	78	1592	767	
62	2965826	68	1499	750	
63	2958602	71	1560	795	
64	2951495	53	1609	751	
65	2944292	60	1601	735	
66	2936869	73	1562	791	
67	2929621	72	1525	767	
68	2922249	76	1602	725	
69	2914797	71	1604	746	
70	2907313	69	1698	750	
71	2899581	74	1619	752	
72	2891900	71	1593	685	
73	2884187	58	1617	747	
74	2876444	72	1537	699	
75	2868488	53	1584	775	
76	2860480	78	1673	722	
77	2852282	62	1599	707	
78	2844167	74	1616	731	
79	2836073	74	1616	721	
80	2827589	70	1555	709	
81	2819385	85	1636	714	
82	2810972	63	1644	701	
83	2802571	68	1621	714	
84	2794037	64	1594	750	
85	2785428	64	1576	712	
86	2776960	69	1606	694	
87	2768349	93	1705	730	
88	2759750	76	1619	701	
89	2751033	72	1598	706	
90	2742266	84	1597	732	
91	2733464	100	1605	707	
92	2724627	93	1579	703	
93	2715559	85	1542	717	
94	2706630	78	1581	709	
95	2697663	88	1563	703	
96	2688575	77	1592	728	
97	2679525	67	1604	687	
98	2670411	75	1606	715	
99	2661294	65	1613	649	
100	2651853	75	1648	695	
101	2642622	68	1611	659	
102	2633280	90	1588	731	
103	2623828	79	1568	694	
104	2614193	83	1659	702	
105	2604601	67	1629	667	
106	2594847	79	1552	680	
107	2585140	102	1606	713	
108	2575265	88	1514	668	
109	2565341	86	1495	690	
110	2555326	95	1558	715	
111	2545231	90	1561	665	
112	2535074	76	1498	682	
113	2524773	87	1551	696	
114	2514455	80	1594	679	
