offset	total	subst	del	ins
261	254099	67	148	131	
262	234179	67	134	157	
263	214616	58	107	152	
264	195522	59	90	116	
265	177060	47	98	86	
266	159313	37	58	96	
267	142396	33	66	72	
268	126292	35	47	63	
269	111269	31	42	62	
270	97227	18	26	42	
271	84486	15	20	32	
272	72569	13	19	35	
273	61645	14	22	24	
274	51962	8	9	20	
275	43424	8	14	16	
276	35977	5	8	15	
277	29722	6	6	14	
278	24356	4	2	7	
279	19699	3	6	5	
280	15864	1	4	8	
281	12665	1	2	4	
282	9995	2	0	8	
283	7962	1	5	1	
284	6282	1	1	5	
285	5010	1	0	3	
286	4006	1	5	3	
287	3217	1	0	4	
288	2600	1	2	1	
289	2103	1	0	3	
290	1734	0	0	0	
291	1448	0	1	0	
292	1227	0	0	2	
293	1057	0	0	5	
294	917	1	1	5	
295	815	0	0	0	
296	727	0	0	0	
297	642	1	0	1	
298	560	1	0	0	
299	504	2	1	2	
300	458	0	0	2	
301	415	0	0	1	
302	383	0	0	0	
303	345	0	1	1	
304	316	0	0	0	
305	286	1	0	1	
306	259	0	0	0	
307	234	0	0	0	
308	216	1	0	0	
309	201	0	1	1	
310	187	0	1	0	
311	174	0	0	0	
312	160	0	0	0	
313	157	0	0	0	
314	150	0	0	0	
315	141	0	0	0	
316	130	1	0	0	
317	123	0	0	0	
318	119	0	0	0	
319	115	0	0	0	
320	107	0	0	0	
321	103	0	0	0	
322	95	0	0	0	
323	94	0	0	0	
324	89	0	0	0	
325	88	0	0	0	
326	85	0	0	0	
327	83	0	0	0	
328	79	0	0	0	
329	78	0	0	0	
330	76	0	0	0	
331	75	0	1	0	
332	74	0	0	0	
333	74	0	0	0	
334	74	0	0	0	
335	73	0	0	0	
336	72	0	0	0	
337	70	0	1	0	
338	68	0	0	0	
339	68	0	0	0	
340	68	0	0	0	
341	68	0	0	0	
342	66	0	0	0	
343	66	0	0	0	
344	65	0	0	0	
345	63	0	0	0	
346	63	0	0	0	
347	62	0	0	0	
348	62	0	0	0	
349	62	0	0	0	
350	59	0	0	0	
351	58	0	0	0	
352	58	0	0	0	
353	58	0	0	0	
354	56	0	0	0	
355	56	0	0	0	
356	56	0	0	0	
357	55	0	0	0	
358	51	0	0	0	
359	47	0	0	0	
360	43	0	0	0	
361	38	0	0	0	
362	33	0	0	0	
363	28	0	0	0	
364	21	0	0	0	
365	13	0	0	0	
366	11	0	0	0	
367	8	0	0	0	
368	5	0	0	0	
369	3	0	0	0	
370	3	0	0	0	
371	3	0	0	0	
372	2	0	0	0	
373	2	0	0	0	
374	1	0	0	0	
375	1	0	0	0	
