offset	total	subst	del	ins
84	2816022	483	3327	6242	
85	2807590	452	3363	6407	
86	2799138	478	3332	6551	
87	2790533	469	3498	6577	
88	2781942	487	3360	6656	
89	2773406	479	3419	6469	
90	2764844	496	3443	6733	
91	2756195	478	3392	6662	
92	2747334	494	3474	6721	
93	2738504	497	3480	6540	
94	2729478	433	3584	6834	
95	2720528	514	3414	6769	
96	2711427	493	3474	6778	
97	2702461	529	3611	6720	
98	2693523	498	3510	6740	
99	2684269	471	3554	6654	
100	2675166	477	3553	6868	
101	2665915	464	3675	6846	
102	2656674	462	3637	6829	
103	2647161	483	3662	6900	
104	2637670	535	3647	6719	
105	2628049	498	3610	7026	
106	2618601	505	3615	6755	
107	2608834	526	3635	7075	
108	2598983	501	3610	6992	
109	2589204	497	3630	6939	
110	2579282	528	3691	6944	
111	2569035	519	3741	6952	
112	2558893	519	3679	6943	
113	2548776	507	3656	6942	
114	2538645	514	3793	7142	
115	2528330	515	3642	7352	
116	2517850	526	3742	7073	
117	2507358	553	3765	7167	
118	2496603	520	3675	7171	
119	2485876	564	3675	7114	
120	2475024	545	3725	7198	
121	2464197	538	3865	7263	
122	2453286	578	3775	7287	
123	2442324	541	3764	7387	
124	2431279	513	3790	7171	
125	2419872	547	3831	7404	
126	2408490	543	3833	7358	
127	2396968	571	3905	7419	
128	2385268	530	4042	7299	
129	2373539	585	3991	7407	
130	2361574	589	3951	7326	
131	2349529	567	4028	7474	
132	2337065	527	4062	7536	
133	2324972	556	3918	7440	
134	2312466	609	4016	7443	
135	2299844	560	4068	7403	
136	2287232	586	4104	7569	
137	2274587	590	4135	7420	
138	2261908	551	4133	7477	
139	2249059	541	4056	7461	
140	2236022	564	4080	7576	
141	2223109	573	4085	7594	
142	2209758	577	4134	7690	
143	2196513	537	4104	7572	
144	2183284	584	4204	7614	
145	2169794	565	4239	7480	
146	2156040	589	4159	7552	
147	2142373	640	4173	7519	
148	2128735	549	4221	7678	
149	2115011	599	4161	7520	
150	2101172	568	4131	7384	
151	2087331	590	4194	7699	
152	2073453	584	4249	7610	
153	2059571	600	4239	7476	
154	2045704	616	4290	7526	
155	2031561	604	4192	7368	
156	2017488	588	4193	7502	
157	2003543	583	4277	7308	
158	1989493	609	4207	7316	
159	1975681	583	4290	7350	
160	1961512	579	4215	7372	
161	1947394	636	4239	7212	
162	1933130	614	4179	7340	
163	1918729	593	4238	7340	
164	1904442	579	4222	7193	
165	1890062	654	4204	7234	
166	1875856	590	4151	7162	
167	1861347	638	4150	7299	
168	1846917	649	4206	7089	
169	1832694	652	4150	6931	
170	1818375	643	4093	7077	
171	1803691	638	4147	7089	
172	1789081	590	4242	7100	
173	1774472	629	4259	7273	
174	1759646	639	4183	6911	
175	1744751	578	4313	6996	
176	1729964	625	4101	6889	
177	1715216	663	4268	6828	
178	1700061	589	4157	6893	
179	1685081	608	4104	6996	
180	1670150	639	4086	7006	
181	1655145	630	4211	6872	
182	1640005	667	4165	6847	
183	1624671	616	4267	6887	
184	1609267	669	4247	6803	
185	1593667	701	4208	6830	
186	1578065	686	4161	6839	
187	1562313	648	3994	6891	
188	1546631	687	4189	6698	
189	1530715	672	4112	6761	
190	1514392	639	4144	6654	
191	1497960	635	3971	6705	
192	1481501	623	4039	6483	
193	1464621	658	4044	6512	
194	1447937	624	4031	6555	
195	1430912	657	4016	6472	
196	1413684	616	3982	6256	
197	1395990	645	3902	6363	
198	1378173	655	3867	6233	
199	1360020	682	3734	6149	
200	1342001	681	3711	6285	
201	1323581	598	3759	6088	
202	1304823	633	3685	5920	
203	1285769	651	3621	5773	
204	1266397	647	3487	5882	
205	1246725	613	3459	5773	
206	1226720	677	3443	5855	
207	1206325	593	3361	5448	
208	1185858	615	3304	5441	
209	1164932	590	3220	5379	
210	1143559	611	3175	5270	
211	1121910	603	3038	5093	
212	1100012	555	2958	4945	
213	1077635	568	2875	4977	
214	1054922	534	2885	4803	
215	1031958	547	2804	4637	
216	1008612	579	2691	4536	
217	985248	510	2644	4424	
218	961189	505	2590	4329	
219	936786	493	2301	4127	
220	912343	488	2343	3961	
221	887692	490	2309	3954	
222	862724	434	2191	3741	
223	837640	414	2097	3727	
224	812001	424	1997	3612	
225	786366	396	2042	3336	
226	760130	411	1836	3181	
227	733521	351	1756	3064	
228	707077	380	1703	3029	
229	680377	337	1593	2818	
230	653313	323	1556	2642	
231	626079	265	1417	2454	
232	599098	288	1310	2316	
233	571791	259	1227	2152	
234	544078	233	1134	2059	
235	516218	214	1076	1862	
236	488898	218	1022	1747	
237	461268	195	900	1582	
238	433934	168	775	1458	
239	406640	169	754	1393	
240	379849	153	684	1166	
241	353358	137	581	1075	
242	327809	125	566	1007	
243	302856	140	447	907	
244	278379	112	447	777	
245	255088	86	420	693	
246	232748	77	312	603	
247	211466	79	285	513	
248	190912	64	244	435	
249	171712	63	238	396	
250	153553	41	180	360	
251	136987	40	137	325	
252	121437	41	115	243	
253	106985	27	105	232	
254	93824	20	90	172	
255	81475	20	76	137	
256	70374	16	65	120	
257	60528	16	43	83	
258	51828	15	42	84	
259	43963	10	34	53	
260	37096	12	17	47	
261	31054	2	17	42	
262	25825	4	11	42	
263	21386	4	11	34	
264	17511	6	7	21	
265	14170	2	11	15	
266	11468	4	12	10	
267	9168	0	4	10	
268	7255	1	0	4	
269	5755	2	3	4	
270	4477	0	0	0	
271	3458	3	0	0	
272	2585	0	0	2	
273	1974	0	0	0	
274	1450	0	1	2	
275	1077	0	0	1	
276	798	0	0	2	
277	584	0	0	0	
278	435	0	0	0	
279	301	0	1	0	
280	213	0	0	0	
281	154	0	0	0	
282	104	0	0	0	
283	76	0	0	0	
284	56	0	0	0	
285	39	0	0	0	
286	28	0	0	0	
287	21	0	0	0	
288	19	0	0	0	
289	15	0	0	0	
290	13	0	0	0	
291	11	0	0	0	
292	10	0	0	0	
293	9	0	0	0	
294	6	0	0	0	
295	4	0	0	0	
296	4	0	0	0	
297	3	0	0	0	
298	3	0	0	0	
299	2	0	0	0	
300	2	0	0	0	
301	2	0	0	0	
302	2	0	0	0	
303	2	0	0	0	
304	1	0	0	0	
305	1	0	0	0	
306	1	0	0	0	
307	1	0	0	0	
308	1	0	0	0	
